date,Spain,Netherlands,France
2010-01-04,0.24581262495116618,0.14824305884490424,1.1387389635915515
2010-01-11,0.2212313624560496,0.1185944470759234,1.247933110785262
2010-01-18,0.0491625249902332,0.4150805647657321,0.9827473247433935
2010-01-25,0.1474875749706997,0.2371888941518469,0.8891523414344991
2010-02-01,0.0737437874853498,0.2371888941518469,0.5303715720837363
2010-02-08,0.0983250499804665,0.1778916706138851,0.3743799332355785
2010-02-15,0.0,0.1778916706138851,0.2495866221570523
2010-02-22,0.0245812624951166,0.1185944470759234,0.1559916388481577
2010-03-01,0.0245812624951166,0.0,0.1091941471937104
2010-03-08,0.0491625249902332,0.0592972235379617,0.1091941471937104
2010-03-15,0.0491625249902332,0.0,0.0935949833088946
2010-03-22,0.0737437874853498,0.0,0.0311983277696315
2010-03-29,0.0,0.0,0.0155991638848157
2010-04-05,0.0245812624951166,0.0,0.0
2010-04-12,0.0,0.0,0.0
2010-04-19,0.0245812624951166,0.0,0.0155991638848157
2010-04-26,0.0491625249902332,0.0,0.0
2010-05-03,0.0,0.0,0.0
2010-05-10,0.0245812624951166,0.0592972235379617,0.0311983277696315
2010-05-17,0.1474875749706997,0.0,0.0
2010-05-24,0.1229063124755831,0.0,0.0
2010-05-31,0.0737437874853498,0.0,0.0
2010-06-07,0.0245812624951166,0.0,0.0
2010-06-14,0.0983250499804665,0.0,0.0
2010-06-21,0.0245812624951166,0.0,0.0
2010-06-28,0.0245812624951166,0.0592972235379617,0.0
2010-07-05,0.0737437874853498,0.0,0.0
2010-07-12,0.0245812624951166,0.0,0.0
2010-07-19,0.0245812624951166,0.0,0.0
2010-07-26,0.0491625249902332,0.0,0.0
2010-08-02,0.0,0.0,0.0
2010-08-09,0.0,0.0,0.0
2010-08-16,0.0,0.0,0.0
2010-08-23,0.0,0.0,0.0
2010-08-30,0.0245812624951166,0.0592972235379617,0.0
2010-09-06,0.0,0.0,0.0311983277696315
2010-09-13,0.0491625249902332,0.0,0.0
2010-09-20,0.0,0.0,0.0155991638848157
2010-09-27,0.0,0.0,0.0311983277696315
2010-10-04,0.0245812624951166,0.0,0.0155991638848157
2010-10-11,0.0,0.0,0.0155991638848157
2010-10-18,0.0491625249902332,0.0,0.0935949833088946
2010-10-25,0.1229063124755831,0.0592972235379617,0.0467974916544473
2010-11-01,0.0491625249902332,0.0,0.0779958194240788
2010-11-08,0.1720688374658163,0.0,0.1247933110785261
2010-11-15,0.0737437874853498,0.0592972235379617,0.3587807693507627
2010-11-22,0.1229063124755831,0.1778916706138851,0.623966555392631
2010-11-29,0.4424627249120992,0.1185944470759234,0.8579540136648676
2010-12-06,0.3687189374267494,0.0592972235379617,1.2635322746700777
2010-12-13,1.278225649746065,0.7708639059935024,1.793903846753814
2010-12-20,3.367632961830977,0.2964861176898086,1.7471063550993668
2010-12-27,4.596696086586809,0.8301611295314641,2.386672074376813
2011-01-03,4.736437592568212,2.0047370403228624,3.959449031021895
2011-01-10,8.613935725344263,1.8278484779414337,4.099194290940315
2011-01-17,8.319442196272663,3.12503126873858,4.316575806368968
2011-01-24,6.380693129884637,1.2971827907971465,4.797920590532415
2011-01-31,6.037117345967773,2.417477019212864,4.471848317389435
2011-02-07,4.662814210300312,1.0613313742885744,2.9191232071847697
2011-02-14,3.6566279859723503,1.2971827907971465,2.391196669715184
2011-02-21,2.773147398757554,0.5306656871442872,1.2266528370616854
2011-02-28,1.668796664739059,0.4717028330171441,0.6210900440818659
2011-03-07,0.9325628420600623,0.2948142706357151,0.3881812775511662
2011-03-14,0.8589394597921628,0.2948142706357151,0.217381515428653
2011-03-21,0.6135281855658306,0.176888562381429,0.2484360176327464
2011-03-28,0.3435757839168651,0.058962854127143,0.1242180088163732
2011-04-04,0.0981645096905328,0.117925708254286,0.0465817533061399
2011-04-11,0.0490822548452664,0.058962854127143,0.0310545022040933
2011-04-18,0.0,0.0,0.0
2011-04-25,0.0245411274226332,0.0,0.0
2011-05-02,0.0,0.0,0.0
2011-05-09,0.0245411274226332,0.0,0.0
2011-05-16,0.0,0.0,0.0
2011-05-23,0.0,0.0,0.0155272511020466
2011-05-30,0.0,0.0,0.0
2011-06-06,0.0,0.0,0.0
2011-06-13,0.0,0.0,0.0
2011-06-20,0.0,0.0,0.0
2011-06-27,0.0,0.0,0.0
2011-07-04,0.0,0.0,0.0
2011-07-11,0.0,0.0,0.0
2011-07-18,0.0,0.0,0.0
2011-07-25,0.0,0.0,0.0
2011-08-01,0.0,0.0,0.0
2011-08-08,0.0,0.0,0.0
2011-08-15,0.0,0.0,0.0
2011-08-22,0.0,0.0,0.0155272511020466
2011-08-29,0.0,0.0,0.0
2011-09-05,0.0,0.0,0.0
2011-09-12,0.0,0.0,0.0
2011-09-19,0.0,0.0,0.0
2011-09-26,0.0,0.0,0.0155272511020466
2011-10-03,0.0,0.0,0.0310545022040933
2011-10-10,0.0,0.0,0.0776362555102332
2011-10-17,0.0245411274226332,0.0,0.0776362555102332
2011-10-24,0.0,0.0,0.0310545022040933
2011-10-31,0.0245411274226332,0.0,0.0621090044081866
2011-11-07,0.0245411274226332,0.176888562381429,0.2018542643266064
2011-11-14,0.1963290193810657,0.058962854127143,0.263963268734793
2011-11-21,0.0245411274226332,0.058962854127143,0.2794905198368397
2011-11-28,0.1227056371131661,0.058962854127143,0.4502902819593528
2011-12-05,0.1472467645357993,0.058962854127143,0.4347630308573061
2011-12-12,0.5889870581431973,0.0,0.667671797388006
2011-12-19,0.9571039694826956,0.058962854127143,0.4658175330613995
