t,I
0.0,0.19153949194750097
0.027777777777777776,0.17352569905162019
0.05555555555555555,0.16102466689806985
0.08333333333333333,0.1532279125779618
0.1111111111111111,0.14965561162531546
0.1388888888888889,0.1501467861491837
0.16666666666666666,0.1547727014548654
0.19444444444444445,0.16362925415309532
0.2222222222222222,0.17646995065256438
0.25,0.19226015372589841
0.2777777777777778,0.20895788456512196
0.3055555555555556,0.22389364226816905
0.3333333333333333,0.23465821694512776
0.3611111111111111,0.23980432389977024
0.3888888888888889,0.2388909159338002
0.4166666666666667,0.23214671141201204
0.4444444444444444,0.22019725835339343
0.4722222222222222,0.20395860005924227
0.5,0.18458912368768057
0.5277777777777778,0.1634119746698549
0.5555555555555556,0.14179784168917878
0.5833333333333334,0.12104290875604204
0.6111111111111112,0.10228568012817407
0.6388888888888888,0.0864953572919466
0.6666666666666666,0.07455033640215664
0.6944444444444444,0.06743099485304552
0.7222222222222222,0.06661255364469655
0.75,0.07487438923690883
0.7777777777777778,0.09768906417267588
0.8055555555555556,0.14364266512027163
0.8333333333333334,0.21528006100013922
0.8611111111111112,0.28276398890306015
0.8888888888888888,0.2992797885745298
0.9166666666666666,0.27355073588519374
0.9444444444444444,0.23874349710466103
0.9722222222222222,0.20855498922365384
1.0,0.18522377380996083
1.0277777777777777,0.16817041938372096
1.0555555555555556,0.1564725656838122
1.0833333333333333,0.1494255600014221
1.1111111111111112,0.14665756531727672
1.1388888888888888,0.14812192540345032
1.1666666666666667,0.15399433696131445
1.1944444444444444,0.16441836783058109
1.2222222222222223,0.17906118609376998
1.25,0.19660979768441425
1.2777777777777777,0.2146248950772824
1.3055555555555556,0.23016099336966028
1.3333333333333333,0.24084564327573116
1.3611111111111112,0.24549370542617785
1.3888888888888888,0.24392209522823274
1.4166666666666667,0.23650022326356118
1.4444444444444444,0.22390047748328124
1.4722222222222223,0.20704614830621076
1.5,0.1870947724775208
1.5277777777777777,0.16536987532021025
1.5555555555555556,0.1432429785616772
1.5833333333333333,0.12200822957662708
1.6111111111111112,0.10279638510243853
1.6388888888888888,0.08656151468084121
1.6666666666666667,0.07415811101671481
1.6944444444444444,0.06652979938134546
1.7222222222222223,0.06509179009707752
1.75,0.07253501960346101
1.7777777777777777,0.09430537515437012
1.8055555555555556,0.13952225406487867
1.8333333333333333,0.21284727671598752
1.8611111111111112,0.28603522853157637
1.8888888888888888,0.30703356242301183
1.9166666666666667,0.28146367765596875
1.9444444444444444,0.24542291324206505
1.9722222222222223,0.21407864858475975
2.0,0.18984586448319965
2.0277777777777777,0.17208419202893935
2.0555555555555554,0.15979220584075096
2.0833333333333335,0.15218814256666996
2.111111111111111,0.14881989519927527
2.138888888888889,0.1495560244684839
2.1666666666666665,0.15449552112126932
2.1944444444444446,0.1637490370136714
2.2222222222222223,0.17705281125274458
2.25,0.1933068397019315
2.2777777777777777,0.21036929810401536
2.3055555555555554,0.22549291967809285
2.3333333333333335,0.23626577603580332
2.361111111111111,0.24130061708393402
2.388888888888889,0.240223507282324
2.4166666666666665,0.23330368460373355
2.4444444444444446,0.22118242169883515
2.4722222222222223,0.20477967227422145
2.5,0.18525453771421332
2.5277777777777777,0.16393065067570695
2.5555555555555554,0.14217906169955435
2.5833333333333335,0.12129545440227141
2.611111111111111,0.10241627909501053
2.638888888888889,0.0865067125390399
2.6666666666666665,0.0744387930859787
2.6944444444444446,0.06718312751516226
2.7222222222222223,0.06619911591295527
2.75,0.0742436159283534
2.7777777777777777,0.09678630347407641
2.8055555555555554,0.14256557140266052
2.8333333333333335,0.21468976301393716
2.861111111111111,0.2836863510749667
2.888888888888889,0.3013402626113488
2.9166666666666665,0.2756316902357865
2.9444444444444446,0.24049529031796654
2.9722222222222223,0.21000100292299884
3.0,0.1864311466204795
3.0277777777777777,0.16918968342438478
3.0555555555555554,0.15733303139189764
3.0833333333333335,0.1501357721392868
3.111111111111111,0.14720442038621784
3.138888888888889,0.14846958167980825
3.1666666666666665,0.15408683330411851
3.1944444444444446,0.1641923825950827
3.2222222222222223,0.178474901398387
3.25,0.19568224076149773
3.2777777777777777,0.21345614015938422
3.3055555555555554,0.22890009582392365
3.3333333333333335,0.23962404505218207
3.361111111111111,0.24438472972814237
3.388888888888889,0.242948588753322
3.4166666666666665,0.23566065213928522
3.4444444444444446,0.22318693590296568
3.4722222222222223,0.20645088124388064
3.5,0.18661089793755883
3.5277777777777777,0.16499071780251323
3.5555555555555554,0.1429617969236536
3.5833333333333335,0.12181869820867729
3.611111111111111,0.10269367111830907
3.638888888888889,0.08654369838984577
3.6666666666666665,0.0742278781519658
3.6944444444444446,0.06669692117820866
3.7222222222222223,0.06537770911872777
3.75,0.0729790014613144
3.7777777777777777,0.0949551429658708
3.8055555555555554,0.14033117032507153
3.8333333333333335,0.21336175847070415
3.861111111111111,0.2854478465480165
3.888888888888889,0.305538407685514
3.9166666666666665,0.27991973733304604
3.9444444444444446,0.2441157352395235
3.9722222222222223,0.21299552427805946
4.0,0.1889374511970685
4.027777777777778,0.17131255831911765
4.055555555555555,0.15913450425055145
4.083333333333333,0.15163618363577208
4.111111111111111,0.1483807196695342
4.138888888888889,0.14925285270996994
4.166666666666667,0.15436655389446408
4.194444444444445,0.1638398730558049
4.222222222222222,0.17739815615562948
4.25,0.19390367139087247
4.277777777777778,0.2111589496777141
4.305555555555555,0.22637582208117424
4.333333333333333,0.23714441525127125
4.361111111111111,0.24211279790125198
4.388888888888889,0.2409438397462993
4.416666666666667,0.23392780217656828
4.444444444444445,0.22171347720362347
4.472222222222222,0.20522231831404267
4.5,0.1856135128984408
4.527777777777778,0.16421082856509628
4.555555555555555,0.14238546167085175
4.583333333333333,0.12143280945867371
4.611111111111111,0.10248821046606757
4.638888888888889,0.08651467035420608
4.666666666666667,0.07438079938172551
4.694444444444445,0.06705193505108502
4.722222222222222,0.06597890353497081
4.75,0.07390611178205199
4.777777777777778,0.0963003996945197
4.805555555555555,0.14197916302265493
4.833333333333333,0.2143546351186781
4.861111111111111,0.28416846150687647
4.888888888888889,0.3024519042989516
4.916666666666667,0.2767606592333724
4.944444444444445,0.24144708138255105
