t,I
0.0,0.08813136059779389
0.027777777777777776,0.09385018064862649
0.05555555555555555,0.10499999346763099
0.08333333333333333,0.12313110377951798
0.1111111111111111,0.15077187005128528
0.1388888888888889,0.1917838996014051
0.16666666666666666,0.25182021562752416
0.19444444444444445,0.33878037678135964
0.2222222222222222,0.4628697069106015
0.25,0.6354892470017552
0.2777777777777778,0.8664151572841484
0.3055555555555556,1.1594629366543634
0.3333333333333333,1.506462007767189
0.3611111111111111,1.8807976750327002
0.3888888888888889,2.2362258595417743
0.4166666666666667,2.515869440979122
0.4444444444444444,2.6698171512197746
0.4722222222222222,2.6727889026999945
0.5,2.5317833339950946
0.5277777777777778,2.280323621623128
0.5555555555555556,1.9645232548098384
0.5833333333333334,1.6291398789429632
0.6111111111111112,1.3087792879040396
0.6388888888888888,1.025006370554447
0.6666666666666666,0.7875737416343302
0.6944444444444444,0.5975417543068171
0.7222222222222222,0.4506687746795764
0.75,0.34021915570034134
0.7777777777777778,0.2589092264415969
0.8055555555555556,0.20004175445767158
0.8333333333333334,0.15802303535319046
0.8611111111111112,0.12848264323659972
0.8888888888888888,0.10818084611537138
0.9166666666666666,0.09483337277470806
0.9444444444444444,0.08693172771203303
0.9722222222222222,0.08359989700779291
1.0,0.08450633594496508
1.0277777777777777,0.08984054947349156
1.0555555555555556,0.10036219939021647
1.0833333333333333,0.1175334108860764
1.1111111111111112,0.14374773888401246
1.1388888888888888,0.1826674426853694
1.1666666666666667,0.23966329553817817
1.1944444444444444,0.32226942820902127
1.2222222222222223,0.44029838902405205
1.25,0.6048495527390648
1.2777777777777777,0.825605031517631
1.3055555555555556,1.106707083948311
1.3333333333333333,1.441211590495525
1.3611111111111112,1.8048241651848258
1.3888888888888888,2.1541058667724338
1.4166666666666667,2.434325616060182
1.4444444444444444,2.5959417847794115
1.4722222222222223,2.6119636054416273
1.5,2.48640514513407
1.5277777777777777,2.2498403625189862
1.5555555555555556,1.9464183641168067
1.5833333333333333,1.620144578932543
1.6111111111111112,1.3057889656681934
1.6388888888888888,1.0255475400199265
1.6666666666666667,0.7899108827579009
1.6944444444444444,0.6005828668008334
1.7222222222222223,0.45379945633141505
1.75,0.343140597760955
1.7777777777777777,0.2615112587090126
1.8055555555555556,0.20231593369253548
1.8333333333333333,0.16000913892030671
1.8611111111111112,0.13023895457418044
1.8888888888888888,0.10976968930846479
1.9166666666666667,0.09631569786978166
1.9444444444444444,0.08836683611531009
1.9722222222222223,0.08504817662302817
2.0,0.0860341327829622
2.0277777777777777,0.09152717923671805
2.0555555555555554,0.10230975680472737
2.0833333333333335,0.11988057363303355
2.111111111111111,0.14668920910804076
2.138888888888889,0.18648079797521788
2.1666666666666665,0.24474344452169713
2.1944444444444446,0.32916330249430537
2.2222222222222223,0.4497167123895548
2.25,0.6176293537736062
2.2777777777777777,0.8426244648863135
2.3055555555555554,1.1287152924725314
2.3333333333333335,1.4684581667785999
2.361111111111111,1.8365985383806853
2.388888888888889,2.1885253299106853
2.4166666666666665,2.4685975549162302
2.4444444444444446,2.6270944660031312
2.4722222222222223,2.6377157052417557
2.5,2.5057111314104024
2.5277777777777777,2.262892252977967
2.5555555555555554,1.9542443174332231
2.5833333333333335,1.6241034043247022
2.611111111111111,1.307182522223568
2.638888888888889,1.025419697394066
2.6666666666666665,0.7889983511839249
2.6944444444444446,0.5993521466984665
2.7222222222222223,0.4525152406377384
2.75,0.3419334617977828
2.7777777777777777,0.2604311034818985
2.8055555555555554,0.2013687839707509
2.8333333333333335,0.15917992522768992
2.861111111111111,0.12950425142841773
2.888888888888889,0.10910398256235287
2.9166666666666665,0.09569379117666874
2.9444444444444446,0.0877640520639615
2.9722222222222223,0.08443925967324188
3.0,0.0853912299842235
3.0277777777777777,0.09081690286641021
3.0555555555555554,0.10148905496057813
3.0833333333333335,0.11889090537257009
3.111111111111111,0.14544833010496352
3.138888888888889,0.18487140595184454
3.1666666666666665,0.24259860505832934
3.1944444444444446,0.3262517967455148
3.2222222222222223,0.44573812652248446
3.25,0.6122299911461835
3.2777777777777777,0.835433561592622
3.3055555555555554,1.1194178630821863
3.3333333333333335,1.4569524375149518
3.361111111111111,1.8231897659069647
3.388888888888889,2.174013603646466
3.4166666666666665,2.4541647774770508
3.4444444444444446,2.6139937975455956
3.4722222222222223,2.6269044839646005
3.5,2.497622918876684
3.5277777777777777,2.257439030513696
3.5555555555555554,1.9509877775053093
3.5833333333333335,1.6224685685810751
3.611111111111111,1.3066205584036692
3.638888888888889,1.0254917389824016
3.6666666666666665,0.7893954405732685
3.6944444444444446,0.5998791779322927
3.7222222222222223,0.45306190873817914
3.75,0.3424456807642206
3.7777777777777777,0.2608885124441293
3.8055555555555554,0.2017692975624628
3.8333333333333335,0.1595301916684168
3.861111111111111,0.12981433284255725
3.888888888888889,0.10938474949133614
3.9166666666666665,0.09595593286413288
3.9444444444444446,0.08801800738960693
3.9722222222222223,0.08469568880586098
4.0,0.0856618700262049
4.027777777777778,0.09111580676813082
4.055555555555555,0.10183432954514438
