t,I
0.0,0.1914446914101965
0.027777777777777776,0.16266384254458305
0.05555555555555555,0.1420860107986034
0.08333333333333333,0.12827339835560142
0.1111111111111111,0.12001713866730546
0.1388888888888889,0.11663611222280224
0.16666666666666666,0.11802477842257014
0.19444444444444445,0.12463641065495572
0.2222222222222222,0.13734693078343818
0.25,0.1569687014952289
0.2777777777777778,0.1830909209613882
0.3055555555555556,0.2123902843820728
0.3333333333333333,0.23807194265820386
0.3611111111111111,0.2526685804240771
0.3888888888888889,0.25249083526589194
0.4166666666666667,0.23878785931855484
0.4444444444444444,0.2153737580242707
0.4722222222222222,0.18635907019887737
0.5,0.15530104773649195
0.5277777777777778,0.12503421639850365
0.5555555555555556,0.097619146647097
0.5833333333333334,0.07432767412123954
0.6111111111111112,0.055712492777770184
0.6388888888888888,0.04177189212655533
0.6666666666666666,0.03217817281581154
0.6944444444444444,0.026545633066539346
0.7222222222222222,0.02478726156062994
0.75,0.02778834809047062
0.7777777777777778,0.03912862822834701
0.8055555555555556,0.07021040871456993
0.8333333333333334,0.15473476203609332
0.8611111111111112,0.3645105683825155
0.8888888888888888,0.6588225889344873
0.9166666666666666,0.6761872419976709
0.9444444444444444,0.523768276225993
0.9722222222222222,0.40008419889842994
1.0,0.3146017212575013
1.0277777777777777,0.2558100088385227
1.0555555555555556,0.21513766979763274
1.0833333333333333,0.18691125382588505
1.1111111111111112,0.16737243631607393
1.1388888888888888,0.1539823149385804
1.1666666666666667,0.14497235795790153
1.1944444444444444,0.13906355287098549
1.2222222222222223,0.13530233349070933
1.25,0.1329787387666213
1.2777777777777777,0.13159301776533008
1.3055555555555556,0.13082996052936957
1.3333333333333333,0.13050397163338365
1.3611111111111112,0.13046364879372122
1.3888888888888888,0.13048085704906862
1.4166666666666667,0.1301732039767646
1.4444444444444444,0.12900882334081162
1.4722222222222223,0.12641753354206944
1.5,0.12198362893520072
1.5277777777777777,0.11563926929192751
1.5555555555555556,0.10775718509859836
1.5833333333333333,0.09909082339157262
1.6111111111111112,0.09060109434681694
1.6388888888888888,0.08327038653465403
1.6666666666666667,0.07799807427813372
1.6944444444444444,0.07562227707328757
1.7222222222222223,0.07706576849609377
1.75,0.08357360306859254
1.7777777777777777,0.09694949667466078
1.8055555555555556,0.11946800862162649
1.8333333333333333,0.1525500859954767
1.8611111111111112,0.19288671846321612
1.8888888888888888,0.22799386297325305
1.9166666666666667,0.2415800000797678
1.9444444444444444,0.23018931344983262
1.9722222222222223,0.2054556670774799
2.0,0.17950487091917333
2.0277777777777777,0.15804177365684005
2.0555555555555554,0.14244410336485458
2.0833333333333335,0.13252471069793012
2.111111111111111,0.127869690940492
2.138888888888889,0.1283181640993233
2.1666666666666665,0.13407657216911936
2.1944444444444446,0.1456066005343989
2.2222222222222223,0.16320335908323252
2.25,0.1861339808019982
2.2777777777777777,0.21157230583351885
2.3055555555555554,0.23440827379878243
2.3333333333333335,0.24906560839694858
2.361111111111111,0.25224750799726964
2.388888888888889,0.24391535373579748
2.4166666666666665,0.2261435441758461
2.4444444444444446,0.20173005478483622
2.4722222222222223,0.17352045827889942
2.5,0.1441601533913038
2.5277777777777777,0.11591996059751022
2.5555555555555554,0.09052995583807086
2.5833333333333335,0.069083962553911
2.611111111111111,0.052061532898160484
2.638888888888889,0.03946119046167859
2.6666666666666665,0.031009446456229963
2.6944444444444446,0.02643216136216618
2.7222222222222223,0.025865934367187742
2.75,0.03070978684921432
2.7777777777777777,0.04587100512770268
2.8055555555555554,0.08631852890348889
